epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1679950667912,2023-03-27T15:57:47.912,20.32,0.822,-0.267,0.184
1679950667932,2023-03-27T15:57:47.932,20.34,0.857,-0.318,0.145
1679950667952,2023-03-27T15:57:47.952,20.36,0.884,-0.337,0.16
1679950667972,2023-03-27T15:57:47.972,20.38,0.824,-0.355,0.136
1679950667992,2023-03-27T15:57:47.992,20.4,0.793,-0.385,0.132
1679950668012,2023-03-27T15:57:48.012,20.42,0.83,-0.427,0.118
1679950668032,2023-03-27T15:57:48.032,20.44,0.888,-0.452,0.118
1679950668052,2023-03-27T15:57:48.052,20.46,0.903,-0.445,0.106
1679950668072,2023-03-27T15:57:48.072,20.48,0.892,-0.408,0.098
1679950668092,2023-03-27T15:57:48.092,20.5,0.878,-0.361,0.103
1679950668112,2023-03-27T15:57:48.112,20.52,0.906,-0.337,0.118
1679950668132,2023-03-27T15:57:48.132,20.54,0.907,-0.343,0.097
1679950668152,2023-03-27T15:57:48.152,20.56,0.887,-0.346,0.084
1679950668172,2023-03-27T15:57:48.172,20.58,0.895,-0.316,0.082
1679950668192,2023-03-27T15:57:48.192,20.6,0.944,-0.286,0.096
1679950668212,2023-03-27T15:57:48.212,20.62,0.96,-0.278,0.088
1679950668232,2023-03-27T15:57:48.232,20.64,0.939,-0.288,0.065
1679950668252,2023-03-27T15:57:48.252,20.66,0.947,-0.32,0.059
1679950668272,2023-03-27T15:57:48.272,20.68,0.965,-0.327,0.059
1679950668292,2023-03-27T15:57:48.292,20.7,0.951,-0.341,0.06
1679950668312,2023-03-27T15:57:48.312,20.72,0.923,-0.346,0.05
1679950668332,2023-03-27T15:57:48.332,20.74,0.925,-0.339,0.058
1679950668352,2023-03-27T15:57:48.352,20.76,0.927,-0.332,0.064
1679950668372,2023-03-27T15:57:48.372,20.78,0.928,-0.32,0.064
1679950668392,2023-03-27T15:57:48.392,20.8,0.933,-0.319,0.06
1679950668412,2023-03-27T15:57:48.412,20.82,0.926,-0.327,0.054
1679950668432,2023-03-27T15:57:48.432,20.84,0.929,-0.341,0.055
1679950668452,2023-03-27T15:57:48.452,20.86,0.963,-0.353,0.065
1679950668472,2023-03-27T15:57:48.472,20.88,0.97,-0.343,0.053
1679950668492,2023-03-27T15:57:48.492,20.9,0.958,-0.303,0.046
1679950668512,2023-03-27T15:57:48.512,20.92,0.935,-0.262,0.047
1679950668532,2023-03-27T15:57:48.532,20.94,0.915,-0.255,0.063
1679950668552,2023-03-27T15:57:48.552,20.96,0.903,-0.252,0.071
1679950668572,2023-03-27T15:57:48.572,20.98,0.913,-0.266,0.079
1679950668592,2023-03-27T15:57:48.592,21,0.938,-0.328,0.114
1679950668612,2023-03-27T15:57:48.612,21.02,0.933,-0.382,0.104
1679950668632,2023-03-27T15:57:48.632,21.04,0.906,-0.366,0.092
1679950668652,2023-03-27T15:57:48.652,21.06,0.928,-0.341,0.101
1679950668672,2023-03-27T15:57:48.672,21.08,0.958,-0.293,0.05
1679950668692,2023-03-27T15:57:48.692,21.1,1.037,-0.212,0.037
1679950668712,2023-03-27T15:57:48.712,21.12,1.073,-0.24,0.05
1679950668732,2023-03-27T15:57:48.732,21.14,1.025,-0.293,0.063
1679950668752,2023-03-27T15:57:48.752,21.16,0.96,-0.327,0.115
1679950668832,2023-03-27T15:57:48.832,21.24,0.946,-0.459,0.156
1679950668852,2023-03-27T15:57:48.852,21.26,0.929,-0.483,0.151
1679950668892,2023-03-27T15:57:48.892,21.3,0.864,-0.438,0.221
1679950668912,2023-03-27T15:57:48.912,21.32,0.884,-0.4,0.233
1679950668972,2023-03-27T15:57:48.972,21.38,0.922,-0.374,0.226
1679950668992,2023-03-27T15:57:48.992,21.4,0.869,-0.373,0.219
1679950669012,2023-03-27T15:57:49.012,21.42,0.869,-0.377,0.25
1679950669032,2023-03-27T15:57:49.032,21.44,0.872,-0.364,0.256
1679950669052,2023-03-27T15:57:49.052,21.46,0.861,-0.328,0.237
1679950669072,2023-03-27T15:57:49.072,21.48,0.877,-0.296,0.244
1679950669092,2023-03-27T15:57:49.092,21.5,0.888,-0.275,0.241
1679950669112,2023-03-27T15:57:49.112,21.52,0.893,-0.243,0.243
1679950669132,2023-03-27T15:57:49.132,21.54,0.908,-0.214,0.252
1679950669152,2023-03-27T15:57:49.152,21.56,0.922,-0.192,0.248
1679950669172,2023-03-27T15:57:49.172,21.58,0.93,-0.158,0.256
1679950669192,2023-03-27T15:57:49.192,21.6,0.92,-0.142,0.253
1679950669212,2023-03-27T15:57:49.212,21.62,0.9,-0.15,0.246
1679950669232,2023-03-27T15:57:49.232,21.64,0.894,-0.163,0.218
1679950669252,2023-03-27T15:57:49.252,21.66,0.885,-0.165,0.197
1679950669272,2023-03-27T15:57:49.272,21.68,0.915,-0.187,0.204
1679950669292,2023-03-27T15:57:49.292,21.7,0.883,-0.188,0.198
1679950669312,2023-03-27T15:57:49.312,21.72,0.874,-0.195,0.217
1679950669332,2023-03-27T15:57:49.332,21.74,0.864,-0.187,0.215
1679950669352,2023-03-27T15:57:49.352,21.76,0.875,-0.167,0.228
1679950669372,2023-03-27T15:57:49.372,21.78,0.903,-0.181,0.211
1679950669392,2023-03-27T15:57:49.392,21.8,0.934,-0.134,0.171
1679950669412,2023-03-27T15:57:49.412,21.82,1.009,-0.068,0.191
1679950669432,2023-03-27T15:57:49.432,21.84,1.024,-0.036,0.162
1679950669452,2023-03-27T15:57:49.452,21.86,1.052,-0.015,0.141
1679950669472,2023-03-27T15:57:49.472,21.88,1.086,-0.023,0.139
1679950669492,2023-03-27T15:57:49.492,21.9,1.124,-0.02,0.135
1679950669512,2023-03-27T15:57:49.512,21.92,1.225,-0.087,0.189
1679950669532,2023-03-27T15:57:49.532,21.94,1.182,-0.234,0.092
1679950669552,2023-03-27T15:57:49.552,21.96,1.023,-0.271,0.053
1679950669572,2023-03-27T15:57:49.572,21.98,1.161,-0.301,0.242
1679950669592,2023-03-27T15:57:49.592,22,1.168,-0.404,0.065
1679950669612,2023-03-27T15:57:49.612,22.02,1.14,-0.416,0.055
1679950669632,2023-03-27T15:57:49.632,22.04,1.106,-0.358,0.11
1679950669652,2023-03-27T15:57:49.652,22.06,1.04,-0.303,0.165
1679950669672,2023-03-27T15:57:49.672,22.08,0.931,-0.239,0.18
1679950669692,2023-03-27T15:57:49.692,22.1,0.87,-0.21,0.197
1679950669712,2023-03-27T15:57:49.712,22.12,0.832,-0.228,0.147
1679950669732,2023-03-27T15:57:49.732,22.14,0.834,-0.321,0.129
1679950669752,2023-03-27T15:57:49.752,22.16,0.885,-0.42,0.108
1679950669772,2023-03-27T15:57:49.772,22.18,0.869,-0.462,0.086
1679950669792,2023-03-27T15:57:49.792,22.2,0.822,-0.472,0.111
1679950669812,2023-03-27T15:57:49.812,22.22,0.796,-0.455,0.106
1679950669832,2023-03-27T15:57:49.832,22.24,0.838,-0.438,0.097
1679950669852,2023-03-27T15:57:49.852,22.26,0.901,-0.431,0.096
1679950669872,2023-03-27T15:57:49.872,22.28,0.938,-0.404,0.099
1679950669892,2023-03-27T15:57:49.892,22.3,0.932,-0.358,0.115
1679950669912,2023-03-27T15:57:49.912,22.32,0.927,-0.308,0.133
1679950669932,2023-03-27T15:57:49.932,22.34,0.919,-0.285,0.12
1679950669952,2023-03-27T15:57:49.952,22.36,0.93,-0.287,0.119
1679950669972,2023-03-27T15:57:49.972,22.38,0.938,-0.283,0.115
1679950669992,2023-03-27T15:57:49.992,22.4,0.948,-0.274,0.129
1679950670012,2023-03-27T15:57:50.012,22.42,0.958,-0.249,0.143
1679950670032,2023-03-27T15:57:50.032,22.44,0.946,-0.236,0.138
1679950670052,2023-03-27T15:57:50.052,22.46,0.931,-0.253,0.14
1679950670072,2023-03-27T15:57:50.072,22.48,0.923,-0.288,0.142
1679950670092,2023-03-27T15:57:50.092,22.5,0.931,-0.31,0.137
1679950670112,2023-03-27T15:57:50.112,22.52,0.944,-0.337,0.131
1679950670132,2023-03-27T15:57:50.132,22.54,0.954,-0.331,0.126
1679950670152,2023-03-27T15:57:50.152,22.56,0.955,-0.303,0.143
1679950670172,2023-03-27T15:57:50.172,22.58,0.953,-0.275,0.16
1679950670192,2023-03-27T15:57:50.192,22.6,0.953,-0.244,0.149
1679950670212,2023-03-27T15:57:50.212,22.62,0.953,-0.248,0.139
1679950670232,2023-03-27T15:57:50.232,22.64,0.941,-0.252,0.137
1679950670252,2023-03-27T15:57:50.252,22.66,0.95,-0.243,0.144
1679950670272,2023-03-27T15:57:50.272,22.68,0.934,-0.206,0.14
1679950670292,2023-03-27T15:57:50.292,22.7,0.925,-0.191,0.157
1679950670312,2023-03-27T15:57:50.312,22.72,0.932,-0.175,0.149
1679950670332,2023-03-27T15:57:50.332,22.74,0.929,-0.175,0.136
1679950670352,2023-03-27T15:57:50.352,22.76,0.934,-0.178,0.156
1679950670372,2023-03-27T15:57:50.372,22.78,0.944,-0.185,0.172
1679950670392,2023-03-27T15:57:50.392,22.8,0.944,-0.265,0.221
1679950670412,2023-03-27T15:57:50.412,22.82,0.887,-0.357,0.194
1679950670432,2023-03-27T15:57:50.432,22.84,0.879,-0.382,0.141
1679950670492,2023-03-27T15:57:50.492,22.9,1.026,-0.445,0.188
1679950670512,2023-03-27T15:57:50.512,22.92,0.941,-0.436,0.225
1679950670532,2023-03-27T15:57:50.532,22.94,0.89,-0.417,0.274
1679950670552,2023-03-27T15:57:50.552,22.96,0.872,-0.365,0.3
1679950670572,2023-03-27T15:57:50.572,22.98,0.873,-0.36,0.306
1679950670592,2023-03-27T15:57:50.592,23,0.927,-0.39,0.282
1679950670612,2023-03-27T15:57:50.612,23.02,0.967,-0.409,0.263
1679950670632,2023-03-27T15:57:50.632,23.04,0.931,-0.437,0.25
1679950670652,2023-03-27T15:57:50.652,23.06,0.904,-0.505,0.271
1679950670672,2023-03-27T15:57:50.672,23.08,0.87,-0.558,0.243
1679950670692,2023-03-27T15:57:50.692,23.1,0.831,-0.559,0.24
1679950670712,2023-03-27T15:57:50.712,23.12,0.817,-0.54,0.261
1679950670732,2023-03-27T15:57:50.732,23.14,0.83,-0.509,0.281
1679950670752,2023-03-27T15:57:50.752,23.16,0.837,-0.477,0.27
1679950670772,2023-03-27T15:57:50.772,23.18,0.826,-0.451,0.239
1679950670792,2023-03-27T15:57:50.792,23.2,0.85,-0.417,0.246
1679950670812,2023-03-27T15:57:50.812,23.22,0.868,-0.4,0.259
1679950670832,2023-03-27T15:57:50.832,23.24,0.868,-0.418,0.258
1679950670852,2023-03-27T15:57:50.852,23.26,0.878,-0.448,0.257
1679950670872,2023-03-27T15:57:50.872,23.28,0.841,-0.456,0.209
1679950670892,2023-03-27T15:57:50.892,23.3,0.866,-0.463,0.254
1679950670912,2023-03-27T15:57:50.912,23.32,0.865,-0.462,0.246
1679950670932,2023-03-27T15:57:50.932,23.34,0.851,-0.448,0.196
1679950670952,2023-03-27T15:57:50.952,23.36,0.865,-0.412,0.208
1679950671072,2023-03-27T15:57:51.072,23.48,0.953,-0.278,0.288
1679950671092,2023-03-27T15:57:51.092,23.5,0.97,-0.267,0.299
1679950671112,2023-03-27T15:57:51.112,23.52,0.962,-0.242,0.288
1679950671132,2023-03-27T15:57:51.132,23.54,0.935,-0.192,0.272
1679950671152,2023-03-27T15:57:51.152,23.56,0.93,-0.181,0.264
1679950671172,2023-03-27T15:57:51.172,23.58,0.917,-0.204,0.227
1679950671212,2023-03-27T15:57:51.212,23.62,0.954,-0.307,0.186
1679950671232,2023-03-27T15:57:51.232,23.64,1.018,-0.342,0.22
1679950671252,2023-03-27T15:57:51.252,23.66,0.974,-0.38,0.196
1679950671272,2023-03-27T15:57:51.272,23.68,0.895,-0.421,0.19
1679950671292,2023-03-27T15:57:51.292,23.7,0.859,-0.424,0.223
1679950671312,2023-03-27T15:57:51.312,23.72,0.803,-0.385,0.187
1679950671332,2023-03-27T15:57:51.332,23.74,0.785,-0.379,0.152
1679950671352,2023-03-27T15:57:51.352,23.76,0.893,-0.391,0.152
1679950671372,2023-03-27T15:57:51.372,23.78,0.972,-0.431,0.106
1679950671392,2023-03-27T15:57:51.392,23.8,0.943,-0.445,0.068
1679950671412,2023-03-27T15:57:51.412,23.82,0.926,-0.433,0.084
1679950671432,2023-03-27T15:57:51.432,23.84,0.929,-0.42,0.094
1679950671452,2023-03-27T15:57:51.452,23.86,0.926,-0.456,0.095
1679950671472,2023-03-27T15:57:51.472,23.88,0.94,-0.496,0.086
1679950671492,2023-03-27T15:57:51.492,23.9,0.966,-0.477,0.09
1679950671512,2023-03-27T15:57:51.512,23.92,0.966,-0.411,0.094
1679950671532,2023-03-27T15:57:51.532,23.94,0.928,-0.379,0.077
1679950671552,2023-03-27T15:57:51.552,23.96,0.887,-0.391,0.052
1679950671632,2023-03-27T15:57:51.632,24.04,0.897,-0.302,0.102
1679950671652,2023-03-27T15:57:51.652,24.06,0.918,-0.317,0.143
1679950671672,2023-03-27T15:57:51.672,24.08,0.943,-0.379,0.159
1679950671692,2023-03-27T15:57:51.692,24.1,0.857,-0.434,0.116
1679950671712,2023-03-27T15:57:51.712,24.12,0.824,-0.411,0.147
1679950671732,2023-03-27T15:57:51.732,24.14,0.892,-0.44,0.257
1679950671752,2023-03-27T15:57:51.752,24.16,0.952,-0.453,0.271
1679950671772,2023-03-27T15:57:51.772,24.18,0.953,-0.421,0.218
1679950671812,2023-03-27T15:57:51.812,24.22,0.977,-0.35,0.326
1679950671832,2023-03-27T15:57:51.832,24.24,0.969,-0.3,0.302
1679950671852,2023-03-27T15:57:51.852,24.26,0.974,-0.269,0.351
1679950671872,2023-03-27T15:57:51.872,24.28,0.93,-0.281,0.354
1679950671892,2023-03-27T15:57:51.892,24.3,0.897,-0.315,0.354
1679950671912,2023-03-27T15:57:51.912,24.32,0.864,-0.34,0.327
1679950671932,2023-03-27T15:57:51.932,24.34,0.858,-0.342,0.317
1679950671952,2023-03-27T15:57:51.952,24.36,0.871,-0.309,0.318
1679950671972,2023-03-27T15:57:51.972,24.38,0.89,-0.255,0.326
1679950671992,2023-03-27T15:57:51.992,24.4,0.902,-0.213,0.34
1679950672012,2023-03-27T15:57:52.012,24.42,0.884,-0.207,0.363
1679950672032,2023-03-27T15:57:52.032,24.44,0.877,-0.203,0.381
1679950672052,2023-03-27T15:57:52.052,24.46,0.88,-0.218,0.394
1679950672072,2023-03-27T15:57:52.072,24.48,0.861,-0.232,0.388
1679950672092,2023-03-27T15:57:52.092,24.5,0.835,-0.261,0.387
1679950672112,2023-03-27T15:57:52.112,24.52,0.81,-0.317,0.384
1679950672132,2023-03-27T15:57:52.132,24.54,0.797,-0.38,0.373
1679950672152,2023-03-27T15:57:52.152,24.56,0.784,-0.419,0.376
1679950672172,2023-03-27T15:57:52.172,24.58,0.769,-0.463,0.369
1679950672192,2023-03-27T15:57:52.192,24.6,0.798,-0.497,0.366
1679950672212,2023-03-27T15:57:52.212,24.62,0.823,-0.517,0.366
1679950672232,2023-03-27T15:57:52.232,24.64,0.861,-0.527,0.383
1679950672252,2023-03-27T15:57:52.252,24.66,0.901,-0.536,0.416
1679950672272,2023-03-27T15:57:52.272,24.68,0.913,-0.531,0.402
1679950672292,2023-03-27T15:57:52.292,24.7,0.943,-0.496,0.383
1679950672312,2023-03-27T15:57:52.312,24.72,1.033,-0.496,0.358
1679950672332,2023-03-27T15:57:52.332,24.74,1.129,-0.608,0.3
1679950672352,2023-03-27T15:57:52.352,24.76,1.063,-0.643,0.174
1679950672372,2023-03-27T15:57:52.372,24.78,0.889,-0.458,0.218
1679950672392,2023-03-27T15:57:52.392,24.8,0.877,-0.289,0.435
1679950672412,2023-03-27T15:57:52.412,24.82,0.794,-0.273,0.321
1679950672432,2023-03-27T15:57:52.432,24.84,0.825,-0.245,0.235
1679950672452,2023-03-27T15:57:52.452,24.86,0.891,-0.359,0.124
1679950672472,2023-03-27T15:57:52.472,24.88,0.925,-0.496,-0.008
1679950672492,2023-03-27T15:57:52.492,24.9,0.897,-0.532,-0.036
1679950672512,2023-03-27T15:57:52.512,24.92,0.866,-0.571,-0.033
1679950672532,2023-03-27T15:57:52.532,24.94,0.794,-0.586,-0.057
1679950672552,2023-03-27T15:57:52.552,24.96,0.793,-0.551,-0.037
1679950672572,2023-03-27T15:57:52.572,24.98,0.852,-0.481,-0.024
1679950672592,2023-03-27T15:57:52.592,25,0.91,-0.411,-0.014
1679950672612,2023-03-27T15:57:52.612,25.02,0.913,-0.351,-0.019
1679950672632,2023-03-27T15:57:52.632,25.04,0.942,-0.311,0.014
1679950672652,2023-03-27T15:57:52.652,25.06,0.976,-0.274,0.032
1679950672672,2023-03-27T15:57:52.672,25.08,0.999,-0.264,0.045
1679950672692,2023-03-27T15:57:52.692,25.1,0.948,-0.279,0.054
1679950672712,2023-03-27T15:57:52.712,25.12,0.921,-0.329,0.063
1679950672732,2023-03-27T15:57:52.732,25.14,0.882,-0.379,0.088
1679950672752,2023-03-27T15:57:52.752,25.16,0.828,-0.419,0.113
1679950672772,2023-03-27T15:57:52.772,25.18,0.834,-0.437,0.121
1679950672792,2023-03-27T15:57:52.792,25.2,0.883,-0.424,0.118
1679950672812,2023-03-27T15:57:52.812,25.22,0.937,-0.376,0.12
1679950672832,2023-03-27T15:57:52.832,25.24,0.951,-0.304,0.141
1679950672852,2023-03-27T15:57:52.852,25.26,0.943,-0.226,0.166
1679950672872,2023-03-27T15:57:52.872,25.28,0.948,-0.175,0.197
1679950672892,2023-03-27T15:57:52.892,25.3,0.931,-0.163,0.22
1679950672912,2023-03-27T15:57:52.912,25.32,0.914,-0.133,0.251
1679950672932,2023-03-27T15:57:52.932,25.34,0.953,-0.184,0.295
1679950672952,2023-03-27T15:57:52.952,25.36,0.965,-0.176,0.284
1679950672972,2023-03-27T15:57:52.972,25.38,0.929,-0.129,0.305
1679950672992,2023-03-27T15:57:52.992,25.4,0.896,-0.13,0.307
1679950673012,2023-03-27T15:57:53.012,25.42,0.892,-0.208,0.333
1679950673032,2023-03-27T15:57:53.032,25.44,0.863,-0.292,0.325
1679950673052,2023-03-27T15:57:53.052,25.46,0.906,-0.32,0.371
1679950673072,2023-03-27T15:57:53.072,25.48,0.923,-0.306,0.456
1679950673092,2023-03-27T15:57:53.092,25.5,0.904,-0.224,0.431
1679950673112,2023-03-27T15:57:53.112,25.52,0.996,-0.236,0.373
1679950673132,2023-03-27T15:57:53.132,25.54,1.21,-0.337,0.226
1679950673152,2023-03-27T15:57:53.152,25.56,1.381,-0.35,0.064
1679950673172,2023-03-27T15:57:53.172,25.58,1.227,-0.418,0.055
1679950673192,2023-03-27T15:57:53.192,25.6,1.093,-0.44,0.042
1679950673212,2023-03-27T15:57:53.212,25.62,1.027,-0.483,0.028
1679950673232,2023-03-27T15:57:53.232,25.64,0.898,-0.67,0.025
1679950673252,2023-03-27T15:57:53.252,25.66,0.866,-0.767,0.015
1679950673272,2023-03-27T15:57:53.272,25.68,0.853,-0.659,-0.031
1679950673292,2023-03-27T15:57:53.292,25.7,0.827,-0.538,-0.003
1679950673312,2023-03-27T15:57:53.312,25.72,0.801,-0.522,0.036
1679950673332,2023-03-27T15:57:53.332,25.74,0.816,-0.601,0.053
1679950673352,2023-03-27T15:57:53.352,25.76,0.857,-0.647,0.08
1679950673372,2023-03-27T15:57:53.372,25.78,0.865,-0.6,0.129
1679950673392,2023-03-27T15:57:53.392,25.8,0.825,-0.53,0.123
1679950673412,2023-03-27T15:57:53.412,25.82,0.819,-0.505,0.135
1679950673432,2023-03-27T15:57:53.432,25.84,0.802,-0.453,0.104
1679950673452,2023-03-27T15:57:53.452,25.86,0.812,-0.415,0.145
1679950673472,2023-03-27T15:57:53.472,25.88,0.844,-0.43,0.186
1679950673492,2023-03-27T15:57:53.492,25.9,0.846,-0.436,0.189
1679950673512,2023-03-27T15:57:53.512,25.92,0.835,-0.375,0.189
1679950673532,2023-03-27T15:57:53.532,25.94,0.825,-0.333,0.226
1679950673552,2023-03-27T15:57:53.552,25.96,0.766,-0.343,0.224
1679950673572,2023-03-27T15:57:53.572,25.98,0.764,-0.383,0.246
