epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1679949330218,2023-03-27T15:35:30.218,29.7,0.859,-0.647,-0.137
1679949330238,2023-03-27T15:35:30.238,29.72,0.843,-0.682,-0.098
1679949330258,2023-03-27T15:35:30.258,29.74,0.867,-0.742,-0.111
1679949330278,2023-03-27T15:35:30.278,29.76,0.924,-0.748,-0.136
1679949330298,2023-03-27T15:35:30.298,29.78,0.983,-0.691,-0.116
1679949330318,2023-03-27T15:35:30.318,29.8,1.013,-0.621,-0.081
1679949330338,2023-03-27T15:35:30.338,29.82,0.979,-0.579,-0.057
1679949330358,2023-03-27T15:35:30.358,29.84,0.928,-0.557,-0.044
1679949330378,2023-03-27T15:35:30.378,29.86,0.897,-0.551,-0.015
1679949330398,2023-03-27T15:35:30.398,29.88,0.852,-0.533,-0.039
1679949330418,2023-03-27T15:35:30.418,29.9,0.792,-0.469,-0.102
1679949330438,2023-03-27T15:35:30.438,29.92,0.744,-0.448,-0.043
1679949330458,2023-03-27T15:35:30.458,29.94,0.594,-0.421,-0.057
1679949330478,2023-03-27T15:35:30.478,29.96,0.482,-0.358,-0.07
1679949330498,2023-03-27T15:35:30.498,29.98,0.481,-0.295,-0.054
1679949330518,2023-03-27T15:35:30.518,30,0.512,-0.336,-0.04
1679949330538,2023-03-27T15:35:30.538,30.02,0.531,-0.433,-0.07
1679949330558,2023-03-27T15:35:30.558,30.04,0.575,-0.456,-0.099
1679949330578,2023-03-27T15:35:30.578,30.06,0.557,-0.426,-0.086
1679949330598,2023-03-27T15:35:30.598,30.08,0.524,-0.434,-0.059
1679949330618,2023-03-27T15:35:30.618,30.1,0.508,-0.441,-0.039
1679949330638,2023-03-27T15:35:30.638,30.12,0.481,-0.406,-0.039
1679949330658,2023-03-27T15:35:30.658,30.14,0.531,-0.378,-0.031
1679949330678,2023-03-27T15:35:30.678,30.16,0.643,-0.359,-0.041
1679949330698,2023-03-27T15:35:30.698,30.18,0.748,-0.338,-0.065
1679949330718,2023-03-27T15:35:30.718,30.2,0.875,-0.293,-0.028
1679949330738,2023-03-27T15:35:30.738,30.22,0.965,-0.237,0.026
1679949330758,2023-03-27T15:35:30.758,30.24,1.029,-0.194,0.09
1679949330778,2023-03-27T15:35:30.778,30.26,1.042,-0.176,0.121
1679949330798,2023-03-27T15:35:30.798,30.28,0.98,-0.174,0.138
1679949330818,2023-03-27T15:35:30.818,30.3,0.941,-0.183,0.175
1679949330838,2023-03-27T15:35:30.838,30.32,0.916,-0.227,0.161
1679949330858,2023-03-27T15:35:30.858,30.34,0.915,-0.279,0.166
1679949330878,2023-03-27T15:35:30.878,30.36,0.953,-0.271,0.181
1679949330898,2023-03-27T15:35:30.898,30.38,1.006,-0.166,0.176
1679949330918,2023-03-27T15:35:30.918,30.4,1.053,0.006,0.189
1679949330938,2023-03-27T15:35:30.938,30.42,1.117,0.133,0.225
1679949330958,2023-03-27T15:35:30.958,30.44,1.28,0.114,0.173
1679949330978,2023-03-27T15:35:30.978,30.46,1.412,-0.148,-0.048
1679949330998,2023-03-27T15:35:30.998,30.48,1.225,-0.722,-0.267
1679949331018,2023-03-27T15:35:31.018,30.5,0.845,-1.063,-0.456
1679949331038,2023-03-27T15:35:31.038,30.52,0.882,-1.043,-0.324
1679949331058,2023-03-27T15:35:31.058,30.54,0.957,-0.81,-0.035
1679949331078,2023-03-27T15:35:31.078,30.56,1.02,-0.674,0.058
1679949331098,2023-03-27T15:35:31.098,30.58,1.083,-0.552,0.01
1679949331118,2023-03-27T15:35:31.118,30.6,1.118,-0.396,-0.041
1679949331138,2023-03-27T15:35:31.138,30.62,1.009,-0.236,-0.066
1679949331158,2023-03-27T15:35:31.158,30.64,0.967,-0.126,-0.057
1679949331178,2023-03-27T15:35:31.178,30.66,0.965,-0.23,-0.028
1679949331198,2023-03-27T15:35:31.198,30.68,0.866,-0.325,0.022
1679949331218,2023-03-27T15:35:31.218,30.7,0.811,-0.377,0.045
1679949331238,2023-03-27T15:35:31.238,30.72,0.785,-0.399,0.05
1679949331258,2023-03-27T15:35:31.258,30.74,0.728,-0.38,0.051
1679949331278,2023-03-27T15:35:31.278,30.76,0.704,-0.324,0.051
1679949331298,2023-03-27T15:35:31.298,30.78,0.682,-0.222,0.034
1679949331318,2023-03-27T15:35:31.318,30.8,0.695,-0.137,0.029
1679949331338,2023-03-27T15:35:31.338,30.82,0.75,-0.1,0.014
1679949331358,2023-03-27T15:35:31.358,30.84,0.789,-0.081,0.001
1679949331378,2023-03-27T15:35:31.378,30.86,0.78,-0.076,0.011
1679949331398,2023-03-27T15:35:31.398,30.88,0.822,-0.105,0.031
1679949331418,2023-03-27T15:35:31.418,30.9,0.893,-0.146,0.075
1679949331438,2023-03-27T15:35:31.438,30.92,0.986,-0.222,0.14
1679949331458,2023-03-27T15:35:31.458,30.94,0.995,-0.283,0.084
1679949331478,2023-03-27T15:35:31.478,30.96,1.102,-0.255,0.076
1679949331498,2023-03-27T15:35:31.498,30.98,1.174,-0.292,0.155
1679949331518,2023-03-27T15:35:31.518,31,1.319,-0.404,0.215
1679949331538,2023-03-27T15:35:31.538,31.02,1.731,-0.638,0.091
1679949331558,2023-03-27T15:35:31.558,31.04,1.423,-0.716,-0.236
1679949331578,2023-03-27T15:35:31.578,31.06,1.222,-0.588,-0.019
1679949331598,2023-03-27T15:35:31.598,31.08,1.116,-0.582,0.121
1679949331618,2023-03-27T15:35:31.618,31.1,0.841,-0.587,-0.012
1679949331638,2023-03-27T15:35:31.638,31.12,0.772,-0.328,0.092
1679949331658,2023-03-27T15:35:31.658,31.14,0.797,-0.156,0.069
1679949331678,2023-03-27T15:35:31.678,31.16,0.792,-0.071,-0.011
1679949331698,2023-03-27T15:35:31.698,31.18,0.717,-0.113,-0.011
1679949331718,2023-03-27T15:35:31.718,31.2,0.711,-0.274,0.002
1679949331738,2023-03-27T15:35:31.738,31.22,0.809,-0.415,0.029
1679949331758,2023-03-27T15:35:31.758,31.24,0.853,-0.556,0.052
1679949331778,2023-03-27T15:35:31.778,31.26,0.81,-0.592,0.048
1679949331798,2023-03-27T15:35:31.798,31.28,0.758,-0.47,0.067
1679949331818,2023-03-27T15:35:31.818,31.3,0.731,-0.315,0.08
1679949331838,2023-03-27T15:35:31.838,31.32,0.773,-0.238,0.074
1679949331858,2023-03-27T15:35:31.858,31.34,0.833,-0.216,0.067
1679949331878,2023-03-27T15:35:31.878,31.36,0.854,-0.211,0.053
1679949331898,2023-03-27T15:35:31.898,31.38,0.856,-0.206,0.041
1679949331918,2023-03-27T15:35:31.918,31.4,0.892,-0.223,0.063
1679949331938,2023-03-27T15:35:31.938,31.42,0.899,-0.225,0.097
1679949331958,2023-03-27T15:35:31.958,31.44,0.914,-0.198,0.121
1679949331978,2023-03-27T15:35:31.978,31.46,0.898,-0.162,0.131
1679949331998,2023-03-27T15:35:31.998,31.48,0.906,-0.091,0.149
1679949332018,2023-03-27T15:35:32.018,31.5,0.951,-0.078,0.184
1679949332038,2023-03-27T15:35:32.038,31.52,0.984,-0.134,0.209
1679949332058,2023-03-27T15:35:32.058,31.54,0.993,-0.17,0.208
1679949332078,2023-03-27T15:35:32.078,31.56,1.012,-0.14,0.166
1679949332098,2023-03-27T15:35:32.098,31.58,1.027,-0.087,0.18
1679949332118,2023-03-27T15:35:32.118,31.6,0.932,-0.042,0.26
1679949332138,2023-03-27T15:35:32.138,31.62,1.055,-0.07,0.377
1679949332158,2023-03-27T15:35:32.158,31.64,1.057,-0.222,0.291
1679949332178,2023-03-27T15:35:32.178,31.66,1.438,-0.17,0.166
1679949332198,2023-03-27T15:35:32.198,31.68,1.541,-0.441,-0.045
1679949332218,2023-03-27T15:35:32.218,31.7,1.118,-0.945,-0.182
1679949332238,2023-03-27T15:35:32.238,31.72,0.957,-1.066,-0.143
1679949332258,2023-03-27T15:35:32.258,31.74,0.974,-0.85,0.171
1679949332278,2023-03-27T15:35:32.278,31.76,0.923,-0.597,0.293
1679949332298,2023-03-27T15:35:32.298,31.78,0.85,-0.462,0.227
1679949332318,2023-03-27T15:35:32.318,31.8,0.886,-0.293,0.217
1679949332338,2023-03-27T15:35:32.338,31.82,0.915,-0.154,0.128
1679949332358,2023-03-27T15:35:32.358,31.84,0.932,-0.087,0.063
1679949332378,2023-03-27T15:35:32.378,31.86,0.929,-0.172,0.045
1679949332398,2023-03-27T15:35:32.398,31.88,0.926,-0.319,0.127
1679949332418,2023-03-27T15:35:32.418,31.9,0.851,-0.406,0.164
1679949332438,2023-03-27T15:35:32.438,31.92,0.81,-0.419,0.154
1679949332458,2023-03-27T15:35:32.458,31.94,0.839,-0.367,0.121
1679949332478,2023-03-27T15:35:32.478,31.96,0.857,-0.295,0.102
1679949332498,2023-03-27T15:35:32.498,31.98,0.846,-0.231,0.136
1679949332518,2023-03-27T15:35:32.518,32,0.818,-0.164,0.151
1679949332538,2023-03-27T15:35:32.538,32.02,0.838,-0.128,0.144
1679949332558,2023-03-27T15:35:32.558,32.04,0.875,-0.113,0.137
1679949332578,2023-03-27T15:35:32.578,32.06,0.825,-0.076,0.094
1679949332598,2023-03-27T15:35:32.598,32.08,0.887,-0.092,0.188
1679949332618,2023-03-27T15:35:32.618,32.1,0.889,-0.131,0.179
1679949332638,2023-03-27T15:35:32.638,32.12,0.897,-0.115,0.125
1679949332658,2023-03-27T15:35:32.658,32.14,0.955,-0.069,0.127
1679949332678,2023-03-27T15:35:32.678,32.16,1.012,-0.018,0.159
1679949332698,2023-03-27T15:35:32.698,32.18,0.986,-0.003,0.19
1679949332718,2023-03-27T15:35:32.718,32.2,0.993,-0.035,0.214
1679949332738,2023-03-27T15:35:32.738,32.22,0.988,-0.033,0.149
1679949332758,2023-03-27T15:35:32.758,32.24,1.015,-0.041,0.181
1679949332778,2023-03-27T15:35:32.778,32.26,1.032,-0.124,0.215
1679949332798,2023-03-27T15:35:32.798,32.28,0.956,-0.159,0.232
1679949332818,2023-03-27T15:35:32.818,32.3,0.942,-0.113,0.344
1679949332838,2023-03-27T15:35:32.838,32.32,1.001,-0.073,0.327
1679949332858,2023-03-27T15:35:32.858,32.34,1.127,-0.259,0.161
1679949332878,2023-03-27T15:35:32.878,32.36,1.427,-0.617,0.07
1679949332898,2023-03-27T15:35:32.898,32.38,1.41,-0.609,-0.175
1679949332918,2023-03-27T15:35:32.918,32.4,1.129,-0.43,-0.167
1679949332938,2023-03-27T15:35:32.938,32.42,0.969,-0.543,-0.282
1679949332958,2023-03-27T15:35:32.958,32.44,0.824,-0.443,-0.338
1679949332978,2023-03-27T15:35:32.978,32.46,0.826,-0.249,-0.27
1679949332998,2023-03-27T15:35:32.998,32.48,0.882,-0.209,-0.152
1679949333018,2023-03-27T15:35:33.018,32.5,0.937,-0.263,-0.138
1679949333038,2023-03-27T15:35:33.038,32.52,0.894,-0.262,-0.185
1679949333058,2023-03-27T15:35:33.058,32.54,0.925,-0.24,-0.176
1679949333078,2023-03-27T15:35:33.078,32.56,0.95,-0.292,-0.239
1679949333098,2023-03-27T15:35:33.098,32.58,0.953,-0.362,-0.279
1679949333118,2023-03-27T15:35:33.118,32.6,0.859,-0.364,-0.279
1679949333138,2023-03-27T15:35:33.138,32.62,0.817,-0.346,-0.246
1679949333158,2023-03-27T15:35:33.158,32.64,0.87,-0.336,-0.217
1679949333178,2023-03-27T15:35:33.178,32.66,0.932,-0.268,-0.176
1679949333198,2023-03-27T15:35:33.198,32.68,0.913,-0.178,-0.202
1679949333218,2023-03-27T15:35:33.218,32.7,0.945,-0.136,-0.193
1679949333238,2023-03-27T15:35:33.238,32.72,0.944,-0.133,-0.271
1679949333258,2023-03-27T15:35:33.258,32.74,0.959,-0.14,-0.286
1679949333278,2023-03-27T15:35:33.278,32.76,0.951,-0.167,-0.278
1679949333298,2023-03-27T15:35:33.298,32.78,0.907,-0.195,-0.305
1679949333318,2023-03-27T15:35:33.318,32.8,0.875,-0.242,-0.335
1679949333338,2023-03-27T15:35:33.338,32.82,0.873,-0.323,-0.367
1679949333358,2023-03-27T15:35:33.358,32.84,0.917,-0.368,-0.396
1679949333378,2023-03-27T15:35:33.378,32.86,0.982,-0.398,-0.421
1679949333398,2023-03-27T15:35:33.398,32.88,0.951,-0.406,-0.418
1679949333418,2023-03-27T15:35:33.418,32.9,0.879,-0.362,-0.403
1679949333438,2023-03-27T15:35:33.438,32.92,0.88,-0.319,-0.401
1679949333458,2023-03-27T15:35:33.458,32.94,0.897,-0.338,-0.403
1679949333478,2023-03-27T15:35:33.478,32.96,0.865,-0.385,-0.418
1679949333498,2023-03-27T15:35:33.498,32.98,0.807,-0.393,-0.377
1679949333518,2023-03-27T15:35:33.518,33,0.805,-0.399,-0.31
1679949333538,2023-03-27T15:35:33.538,33.02,0.796,-0.374,-0.288
1679949333558,2023-03-27T15:35:33.558,33.04,0.757,-0.311,-0.293
1679949333578,2023-03-27T15:35:33.578,33.06,0.766,-0.288,-0.307
1679949333598,2023-03-27T15:35:33.598,33.08,0.845,-0.334,-0.337
1679949333618,2023-03-27T15:35:33.618,33.1,0.892,-0.423,-0.317
1679949333638,2023-03-27T15:35:33.638,33.12,0.863,-0.486,-0.312
1679949333658,2023-03-27T15:35:33.658,33.14,0.825,-0.49,-0.246
1679949333678,2023-03-27T15:35:33.678,33.16,0.784,-0.467,-0.18
1679949333698,2023-03-27T15:35:33.698,33.18,0.801,-0.398,-0.161
1679949333718,2023-03-27T15:35:33.718,33.2,0.898,-0.31,-0.182
1679949333738,2023-03-27T15:35:33.738,33.22,1.03,-0.285,-0.206
1679949333758,2023-03-27T15:35:33.758,33.24,1.052,-0.279,-0.261
1679949333778,2023-03-27T15:35:33.778,33.26,1.016,-0.257,-0.268
1679949333798,2023-03-27T15:35:33.798,33.28,1.008,-0.221,-0.215
1679949333818,2023-03-27T15:35:33.818,33.3,0.989,-0.193,-0.153
1679949333838,2023-03-27T15:35:33.838,33.32,0.993,-0.213,-0.103
1679949333858,2023-03-27T15:35:33.858,33.34,1.03,-0.247,-0.112
1679949333878,2023-03-27T15:35:33.878,33.36,1.065,-0.24,-0.131
1679949333898,2023-03-27T15:35:33.898,33.38,1.052,-0.17,-0.134
1679949333918,2023-03-27T15:35:33.918,33.4,1.036,-0.099,-0.11
1679949333938,2023-03-27T15:35:33.938,33.42,1.076,-0.139,-0.035
1679949333958,2023-03-27T15:35:33.958,33.44,1.082,-0.275,0.051
1679949333978,2023-03-27T15:35:33.978,33.46,0.919,-0.313,0.046
1679949333998,2023-03-27T15:35:33.998,33.48,0.875,-0.199,0.056
1679949334018,2023-03-27T15:35:34.018,33.5,0.969,-0.101,0.064
1679949334038,2023-03-27T15:35:34.038,33.52,1.07,-0.109,0.086
1679949334058,2023-03-27T15:35:34.058,33.54,1.105,-0.237,0.07
1679949334078,2023-03-27T15:35:34.078,33.56,1.132,-0.393,-0.021
1679949334098,2023-03-27T15:35:34.098,33.58,1.114,-0.51,-0.067
1679949334118,2023-03-27T15:35:34.118,33.6,1.021,-0.596,-0.059
1679949334138,2023-03-27T15:35:34.138,33.62,0.909,-0.623,-0.011
1679949334158,2023-03-27T15:35:34.158,33.64,0.825,-0.589,0.042
1679949334178,2023-03-27T15:35:34.178,33.66,0.773,-0.505,0.058
1679949334198,2023-03-27T15:35:34.198,33.68,0.782,-0.398,0.084
1679949334218,2023-03-27T15:35:34.218,33.7,0.825,-0.297,0.112
1679949334238,2023-03-27T15:35:34.238,33.72,0.835,-0.216,0.127
1679949334258,2023-03-27T15:35:34.258,33.74,0.819,-0.158,0.138
1679949334278,2023-03-27T15:35:34.278,33.76,0.78,-0.131,0.151
1679949334298,2023-03-27T15:35:34.298,33.78,0.75,-0.121,0.158
1679949334318,2023-03-27T15:35:34.318,33.8,0.78,-0.123,0.212
1679949334338,2023-03-27T15:35:34.338,33.82,0.812,-0.133,0.22
1679949334358,2023-03-27T15:35:34.358,33.84,0.872,-0.135,0.246
1679949334378,2023-03-27T15:35:34.378,33.86,0.909,-0.104,0.264
1679949334398,2023-03-27T15:35:34.398,33.88,0.928,-0.026,0.269
1679949334418,2023-03-27T15:35:34.418,33.9,0.981,0.072,0.266
1679949334438,2023-03-27T15:35:34.438,33.92,1.009,0.097,0.266
1679949334458,2023-03-27T15:35:34.458,33.94,1.056,-0.013,0.273
1679949334478,2023-03-27T15:35:34.478,33.96,1.164,-0.159,0.294
1679949334498,2023-03-27T15:35:34.498,33.98,1.123,-0.209,0.216
1679949334518,2023-03-27T15:35:34.518,34,1.188,-0.14,0.411
1679949334538,2023-03-27T15:35:34.538,34.02,1.529,-0.254,0.453
1679949334558,2023-03-27T15:35:34.558,34.04,1.419,-0.32,0.023
1679949334578,2023-03-27T15:35:34.578,34.06,1.261,-0.202,0.166
1679949334598,2023-03-27T15:35:34.598,34.08,1.384,-0.389,0.297
1679949334618,2023-03-27T15:35:34.618,34.1,1.315,-0.645,0.154
1679949334638,2023-03-27T15:35:34.638,34.12,0.829,-0.335,0.044
1679949334658,2023-03-27T15:35:34.658,34.14,0.602,-0.142,0.199
1679949334678,2023-03-27T15:35:34.678,34.16,0.59,-0.125,0.12
1679949334698,2023-03-27T15:35:34.698,34.18,0.632,-0.101,0.052
1679949334718,2023-03-27T15:35:34.718,34.2,0.662,-0.195,0.039
1679949334738,2023-03-27T15:35:34.738,34.22,0.758,-0.384,0.035
1679949334758,2023-03-27T15:35:34.758,34.24,0.829,-0.556,0.061
1679949334778,2023-03-27T15:35:34.778,34.26,0.829,-0.611,0.113
1679949334798,2023-03-27T15:35:34.798,34.28,0.77,-0.544,0.143
1679949334818,2023-03-27T15:35:34.818,34.3,0.785,-0.419,0.145
1679949334838,2023-03-27T15:35:34.838,34.32,0.878,-0.325,0.147
1679949334858,2023-03-27T15:35:34.858,34.34,0.933,-0.248,0.16
1679949334878,2023-03-27T15:35:34.878,34.36,0.924,-0.178,0.169
1679949334898,2023-03-27T15:35:34.898,34.38,0.886,-0.118,0.176
1679949334918,2023-03-27T15:35:34.918,34.4,0.852,-0.117,0.186
1679949334938,2023-03-27T15:35:34.938,34.42,0.88,-0.109,0.184
1679949334958,2023-03-27T15:35:34.958,34.44,0.912,-0.126,0.176
1679949334978,2023-03-27T15:35:34.978,34.46,0.962,-0.144,0.144
1679949334998,2023-03-27T15:35:34.998,34.48,0.955,-0.165,0.129
1679949335018,2023-03-27T15:35:35.018,34.5,0.944,-0.109,0.137
1679949335038,2023-03-27T15:35:35.038,34.52,0.984,-0.083,0.212
1679949335058,2023-03-27T15:35:35.058,34.54,0.972,-0.119,0.265
1679949335078,2023-03-27T15:35:35.078,34.56,0.969,-0.179,0.305
1679949335098,2023-03-27T15:35:35.098,34.58,0.991,-0.14,0.227
1679949335118,2023-03-27T15:35:35.118,34.6,1.003,0.028,0.177
1679949335138,2023-03-27T15:35:35.138,34.62,0.977,0.123,0.282
1679949335158,2023-03-27T15:35:35.158,34.64,0.999,0.093,0.362
1679949335178,2023-03-27T15:35:35.178,34.66,1.154,-0.069,0.325
1679949335198,2023-03-27T15:35:35.198,34.68,1.339,-0.266,0.207
1679949335218,2023-03-27T15:35:35.218,34.7,1.349,-0.442,0.06
1679949335238,2023-03-27T15:35:35.238,34.72,1.111,-0.686,-0.116
1679949335258,2023-03-27T15:35:35.258,34.74,0.953,-0.911,-0.083
1679949335278,2023-03-27T15:35:35.278,34.76,0.957,-0.938,-0.047
1679949335298,2023-03-27T15:35:35.298,34.78,1.137,-0.636,0.196
1679949335318,2023-03-27T15:35:35.318,34.8,1.166,-0.412,0.277
1679949335338,2023-03-27T15:35:35.338,34.82,1.059,-0.195,0.2
1679949335358,2023-03-27T15:35:35.358,34.84,0.944,-0.11,0.077
1679949335378,2023-03-27T15:35:35.378,34.86,0.9,-0.056,0.058
1679949335398,2023-03-27T15:35:35.398,34.88,0.849,-0.077,0.04
1679949335418,2023-03-27T15:35:35.418,34.9,0.752,-0.203,0.101
1679949335438,2023-03-27T15:35:35.438,34.92,0.673,-0.26,0.148
1679949335458,2023-03-27T15:35:35.458,34.94,0.68,-0.305,0.131
1679949335478,2023-03-27T15:35:35.478,34.96,0.747,-0.278,0.124
1679949335498,2023-03-27T15:35:35.498,34.98,0.75,-0.223,0.073
1679949335518,2023-03-27T15:35:35.518,35,0.748,-0.176,0.085
1679949335538,2023-03-27T15:35:35.538,35.02,0.771,-0.147,0.114
1679949335558,2023-03-27T15:35:35.558,35.04,0.775,-0.172,0.116
1679949335578,2023-03-27T15:35:35.578,35.06,0.791,-0.21,0.126
1679949335598,2023-03-27T15:35:35.598,35.08,0.837,-0.21,0.148
1679949335618,2023-03-27T15:35:35.618,35.1,0.862,-0.206,0.151
1679949335638,2023-03-27T15:35:35.638,35.12,0.92,-0.192,0.162
1679949335658,2023-03-27T15:35:35.658,35.14,0.981,-0.188,0.219
1679949335678,2023-03-27T15:35:35.678,35.16,1.05,-0.182,0.19
1679949335698,2023-03-27T15:35:35.698,35.18,1.041,-0.093,0.074
1679949335718,2023-03-27T15:35:35.718,35.2,0.961,-0.086,0.113
1679949335738,2023-03-27T15:35:35.738,35.22,1.208,-0.21,0.352
1679949335758,2023-03-27T15:35:35.758,35.24,1.837,-0.723,0.251
1679949335778,2023-03-27T15:35:35.778,35.26,1.649,-1.048,-0.389
1679949335798,2023-03-27T15:35:35.798,35.28,1.265,-0.899,-0.447
1679949335818,2023-03-27T15:35:35.818,35.3,1.076,-0.771,-0.198
1679949335838,2023-03-27T15:35:35.838,35.32,0.776,-0.388,0.167
1679949335858,2023-03-27T15:35:35.858,35.34,0.866,-0.168,0.337
1679949335878,2023-03-27T15:35:35.878,35.36,0.8,-0.144,-0.107
1679949335898,2023-03-27T15:35:35.898,35.38,1.007,-0.322,-0.098
1679949335918,2023-03-27T15:35:35.918,35.4,0.945,-0.559,-0.314
1679949335938,2023-03-27T15:35:35.938,35.42,0.898,-0.674,-0.224
1679949335958,2023-03-27T15:35:35.958,35.44,0.858,-0.894,-0.11
1679949335978,2023-03-27T15:35:35.978,35.46,0.686,-0.839,-0.105
1679949335998,2023-03-27T15:35:35.998,35.48,0.651,-0.638,-0.093
1679949336018,2023-03-27T15:35:36.018,35.5,0.678,-0.501,-0.137
1679949336038,2023-03-27T15:35:36.038,35.52,0.791,-0.432,-0.175
1679949336058,2023-03-27T15:35:36.058,35.54,0.874,-0.345,-0.196
1679949336078,2023-03-27T15:35:36.078,35.56,0.868,-0.29,-0.168
1679949336098,2023-03-27T15:35:36.098,35.58,0.891,-0.339,-0.12
1679949336118,2023-03-27T15:35:36.118,35.6,0.902,-0.385,-0.123
1679949336138,2023-03-27T15:35:36.138,35.62,0.91,-0.342,-0.095
1679949336158,2023-03-27T15:35:36.158,35.64,0.888,-0.294,-0.091
1679949336178,2023-03-27T15:35:36.178,35.66,0.924,-0.29,-0.086
1679949336198,2023-03-27T15:35:36.198,35.68,0.972,-0.288,-0.095
1679949336218,2023-03-27T15:35:36.218,35.7,1.006,-0.293,-0.077
1679949336238,2023-03-27T15:35:36.238,35.72,1.007,-0.294,-0.084
1679949336258,2023-03-27T15:35:36.258,35.74,0.998,-0.236,-0.08
1679949336278,2023-03-27T15:35:36.278,35.76,1.027,-0.174,-0.037
1679949336298,2023-03-27T15:35:36.298,35.78,1.045,-0.177,-0.017
1679949336318,2023-03-27T15:35:36.318,35.8,1.024,-0.204,-0.045
1679949336338,2023-03-27T15:35:36.338,35.82,0.994,-0.197,-0.09
1679949336358,2023-03-27T15:35:36.358,35.84,0.952,-0.179,-0.064
1679949336378,2023-03-27T15:35:36.378,35.86,0.932,-0.161,-0.009
1679949336398,2023-03-27T15:35:36.398,35.88,0.986,-0.146,0.031
