epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1679949885971,2023-03-27T15:44:45.971,34.8,0.925,-0.268,0.295
1679949885991,2023-03-27T15:44:45.991,34.82,0.924,-0.266,0.296
1679949886011,2023-03-27T15:44:46.011,34.84,0.923,-0.266,0.296
1679949886031,2023-03-27T15:44:46.031,34.86,0.924,-0.264,0.298
1679949886051,2023-03-27T15:44:46.051,34.88,0.926,-0.262,0.299
1679949886071,2023-03-27T15:44:46.071,34.9,0.926,-0.258,0.301
1679949886091,2023-03-27T15:44:46.091,34.92,0.926,-0.257,0.296
1679949886111,2023-03-27T15:44:46.111,34.94,0.927,-0.26,0.295
1679949886131,2023-03-27T15:44:46.131,34.96,0.926,-0.26,0.298
1679949886151,2023-03-27T15:44:46.151,34.98,0.926,-0.261,0.298
1679949886171,2023-03-27T15:44:46.171,35,0.925,-0.262,0.296
1679949886191,2023-03-27T15:44:46.191,35.02,0.925,-0.26,0.298
1679949886211,2023-03-27T15:44:46.211,35.04,0.925,-0.26,0.299
1679949886231,2023-03-27T15:44:46.231,35.06,0.925,-0.259,0.299
1679949886251,2023-03-27T15:44:46.251,35.08,0.927,-0.26,0.297
1679949886271,2023-03-27T15:44:46.271,35.1,0.927,-0.263,0.296
1679949886291,2023-03-27T15:44:46.291,35.12,0.924,-0.264,0.295
1679949886311,2023-03-27T15:44:46.311,35.14,0.927,-0.262,0.3
1679949886331,2023-03-27T15:44:46.331,35.16,0.928,-0.259,0.3
1679949886351,2023-03-27T15:44:46.351,35.18,0.924,-0.262,0.295
1679949886371,2023-03-27T15:44:46.371,35.2,0.923,-0.262,0.297
1679949886391,2023-03-27T15:44:46.391,35.22,0.927,-0.254,0.302
1679949886411,2023-03-27T15:44:46.411,35.24,0.928,-0.255,0.299
1679949886431,2023-03-27T15:44:46.431,35.26,0.924,-0.26,0.297
1679949886451,2023-03-27T15:44:46.451,35.28,0.924,-0.263,0.295
1679949886471,2023-03-27T15:44:46.471,35.3,0.924,-0.261,0.298
1679949886491,2023-03-27T15:44:46.491,35.32,0.925,-0.255,0.302
1679949886511,2023-03-27T15:44:46.511,35.34,0.927,-0.252,0.301
1679949886531,2023-03-27T15:44:46.531,35.36,0.927,-0.259,0.298
1679949886551,2023-03-27T15:44:46.551,35.38,0.925,-0.264,0.297
1679949886571,2023-03-27T15:44:46.571,35.4,0.923,-0.264,0.296
1679949886591,2023-03-27T15:44:46.591,35.42,0.924,-0.262,0.298
1679949886611,2023-03-27T15:44:46.611,35.44,0.927,-0.26,0.3
1679949886631,2023-03-27T15:44:46.631,35.46,0.926,-0.259,0.298
1679949886651,2023-03-27T15:44:46.651,35.48,0.925,-0.258,0.298
1679949886671,2023-03-27T15:44:46.671,35.5,0.924,-0.258,0.299
1679949886691,2023-03-27T15:44:46.691,35.52,0.925,-0.256,0.299
1679949886711,2023-03-27T15:44:46.711,35.54,0.928,-0.255,0.299
1679949886731,2023-03-27T15:44:46.731,35.56,0.929,-0.258,0.298
1679949886751,2023-03-27T15:44:46.751,35.58,0.925,-0.259,0.298
1679949886771,2023-03-27T15:44:46.771,35.6,0.926,-0.26,0.297
1679949886791,2023-03-27T15:44:46.791,35.62,0.928,-0.259,0.298
1679949886811,2023-03-27T15:44:46.811,35.64,0.926,-0.259,0.299
1679949886831,2023-03-27T15:44:46.831,35.66,0.925,-0.261,0.298
1679949886851,2023-03-27T15:44:46.851,35.68,0.923,-0.263,0.298
1679949886871,2023-03-27T15:44:46.871,35.7,0.926,-0.261,0.301
1679949886891,2023-03-27T15:44:46.891,35.72,0.927,-0.26,0.299
1679949886911,2023-03-27T15:44:46.911,35.74,0.924,-0.261,0.296
1679949886931,2023-03-27T15:44:46.931,35.76,0.925,-0.259,0.3
1679949886951,2023-03-27T15:44:46.951,35.78,0.928,-0.254,0.304
1679949886971,2023-03-27T15:44:46.971,35.8,0.927,-0.255,0.298
1679949886991,2023-03-27T15:44:46.991,35.82,0.923,-0.257,0.299
1679949887011,2023-03-27T15:44:47.011,35.84,0.926,-0.258,0.302
1679949887031,2023-03-27T15:44:47.031,35.86,0.927,-0.257,0.301
1679949887051,2023-03-27T15:44:47.051,35.88,0.926,-0.258,0.298
1679949887071,2023-03-27T15:44:47.071,35.9,0.925,-0.259,0.298
1679949887091,2023-03-27T15:44:47.091,35.92,0.925,-0.259,0.299
1679949887111,2023-03-27T15:44:47.111,35.94,0.924,-0.26,0.298
1679949887131,2023-03-27T15:44:47.131,35.96,0.925,-0.262,0.299
1679949887151,2023-03-27T15:44:47.151,35.98,0.925,-0.262,0.298
1679949887171,2023-03-27T15:44:47.171,36,0.925,-0.262,0.295
1679949887191,2023-03-27T15:44:47.191,36.02,0.925,-0.26,0.297
1679949887211,2023-03-27T15:44:47.211,36.04,0.927,-0.256,0.299
1679949887231,2023-03-27T15:44:47.231,36.06,0.926,-0.256,0.3
1679949887251,2023-03-27T15:44:47.251,36.08,0.928,-0.258,0.298
1679949887271,2023-03-27T15:44:47.271,36.1,0.926,-0.26,0.296
1679949887291,2023-03-27T15:44:47.291,36.12,0.924,-0.259,0.297
1679949887311,2023-03-27T15:44:47.311,36.14,0.925,-0.26,0.297
1679949887331,2023-03-27T15:44:47.331,36.16,0.927,-0.262,0.297
1679949887351,2023-03-27T15:44:47.351,36.18,0.926,-0.265,0.297
1679949887371,2023-03-27T15:44:47.371,36.2,0.924,-0.266,0.296
1679949887391,2023-03-27T15:44:47.391,36.22,0.923,-0.264,0.296
1679949887411,2023-03-27T15:44:47.411,36.24,0.923,-0.264,0.297
1679949887431,2023-03-27T15:44:47.431,36.26,0.924,-0.265,0.3
1679949887451,2023-03-27T15:44:47.451,36.28,0.928,-0.264,0.298
1679949887471,2023-03-27T15:44:47.471,36.3,0.927,-0.263,0.295
1679949887491,2023-03-27T15:44:47.491,36.32,0.923,-0.26,0.299
1679949887511,2023-03-27T15:44:47.511,36.34,0.928,-0.258,0.301
1679949887531,2023-03-27T15:44:47.531,36.36,0.927,-0.26,0.299
1679949887551,2023-03-27T15:44:47.551,36.38,0.924,-0.265,0.293
1679949887571,2023-03-27T15:44:47.571,36.4,0.922,-0.269,0.293
1679949887591,2023-03-27T15:44:47.591,36.42,0.923,-0.266,0.296
1679949887611,2023-03-27T15:44:47.611,36.44,0.925,-0.264,0.298
1679949887631,2023-03-27T15:44:47.631,36.46,0.927,-0.264,0.298
1679949887651,2023-03-27T15:44:47.651,36.48,0.926,-0.267,0.295
1679949887671,2023-03-27T15:44:47.671,36.5,0.924,-0.272,0.291
1679949887691,2023-03-27T15:44:47.691,36.52,0.923,-0.27,0.293
1679949887711,2023-03-27T15:44:47.711,36.54,0.924,-0.266,0.297
1679949887731,2023-03-27T15:44:47.731,36.56,0.924,-0.263,0.3
1679949887751,2023-03-27T15:44:47.751,36.58,0.926,-0.266,0.297
1679949887771,2023-03-27T15:44:47.771,36.6,0.925,-0.267,0.295
1679949887791,2023-03-27T15:44:47.791,36.62,0.924,-0.266,0.295
1679949887811,2023-03-27T15:44:47.811,36.64,0.922,-0.264,0.297
1679949887831,2023-03-27T15:44:47.831,36.66,0.925,-0.266,0.296
1679949887851,2023-03-27T15:44:47.851,36.68,0.925,-0.271,0.296
1679949887871,2023-03-27T15:44:47.871,36.7,0.923,-0.271,0.295
1679949887891,2023-03-27T15:44:47.891,36.72,0.924,-0.267,0.296
1679949887911,2023-03-27T15:44:47.911,36.74,0.925,-0.266,0.296
1679949887931,2023-03-27T15:44:47.931,36.76,0.924,-0.268,0.296
1679949887951,2023-03-27T15:44:47.951,36.78,0.924,-0.271,0.295
1679949887971,2023-03-27T15:44:47.971,36.8,0.924,-0.274,0.293
1679949887991,2023-03-27T15:44:47.991,36.82,0.921,-0.271,0.295
1679949888011,2023-03-27T15:44:48.011,36.84,0.925,-0.269,0.297
1679949888031,2023-03-27T15:44:48.031,36.86,0.923,-0.269,0.294
1679949888051,2023-03-27T15:44:48.051,36.88,0.92,-0.269,0.291
1679949888071,2023-03-27T15:44:48.071,36.9,0.923,-0.268,0.297
1679949888091,2023-03-27T15:44:48.091,36.92,0.927,-0.264,0.297
1679949888111,2023-03-27T15:44:48.111,36.94,0.923,-0.268,0.293
1679949888131,2023-03-27T15:44:48.131,36.96,0.922,-0.27,0.293
1679949888151,2023-03-27T15:44:48.151,36.98,0.922,-0.27,0.296
1679949888171,2023-03-27T15:44:48.171,37,0.927,-0.268,0.294
1679949888191,2023-03-27T15:44:48.191,37.02,0.926,-0.269,0.293
1679949888211,2023-03-27T15:44:48.211,37.04,0.924,-0.271,0.293
1679949888231,2023-03-27T15:44:48.231,37.06,0.923,-0.274,0.289
1679949888251,2023-03-27T15:44:48.251,37.08,0.924,-0.274,0.291
1679949888271,2023-03-27T15:44:48.271,37.1,0.926,-0.27,0.294
1679949888291,2023-03-27T15:44:48.291,37.12,0.926,-0.265,0.294
1679949888311,2023-03-27T15:44:48.311,37.14,0.927,-0.267,0.293
1679949888331,2023-03-27T15:44:48.331,37.16,0.928,-0.271,0.292
1679949888351,2023-03-27T15:44:48.351,37.18,0.928,-0.271,0.292
1679949888371,2023-03-27T15:44:48.371,37.2,0.926,-0.272,0.292
1679949888391,2023-03-27T15:44:48.391,37.22,0.925,-0.271,0.293
1679949888411,2023-03-27T15:44:48.411,37.24,0.924,-0.27,0.293
1679949888431,2023-03-27T15:44:48.431,37.26,0.92,-0.268,0.292
1679949888451,2023-03-27T15:44:48.451,37.28,0.923,-0.265,0.294
1679949888471,2023-03-27T15:44:48.471,37.3,0.925,-0.265,0.293
1679949888491,2023-03-27T15:44:48.491,37.32,0.924,-0.272,0.292
1679949888511,2023-03-27T15:44:48.511,37.34,0.924,-0.279,0.288
1679949888531,2023-03-27T15:44:48.531,37.36,0.923,-0.28,0.286
1679949888551,2023-03-27T15:44:48.551,37.38,0.922,-0.276,0.291
1679949888571,2023-03-27T15:44:48.571,37.4,0.923,-0.273,0.295
1679949888591,2023-03-27T15:44:48.591,37.42,0.924,-0.269,0.293
1679949888611,2023-03-27T15:44:48.611,37.44,0.927,-0.268,0.292
1679949888631,2023-03-27T15:44:48.631,37.46,0.927,-0.265,0.295
1679949888651,2023-03-27T15:44:48.651,37.48,0.927,-0.264,0.294
1679949888671,2023-03-27T15:44:48.671,37.5,0.922,-0.267,0.291
1679949888691,2023-03-27T15:44:48.691,37.52,0.923,-0.269,0.292
1679949888711,2023-03-27T15:44:48.711,37.54,0.926,-0.27,0.293
1679949888731,2023-03-27T15:44:48.731,37.56,0.926,-0.268,0.295
1679949888751,2023-03-27T15:44:48.751,37.58,0.927,-0.268,0.293
1679949888771,2023-03-27T15:44:48.771,37.6,0.927,-0.269,0.29
1679949888791,2023-03-27T15:44:48.791,37.62,0.923,-0.272,0.29
1679949888811,2023-03-27T15:44:48.811,37.64,0.922,-0.271,0.29
1679949888831,2023-03-27T15:44:48.831,37.66,0.925,-0.27,0.293
1679949888851,2023-03-27T15:44:48.851,37.68,0.926,-0.268,0.292
1679949888871,2023-03-27T15:44:48.871,37.7,0.925,-0.267,0.293
1679949888891,2023-03-27T15:44:48.891,37.72,0.926,-0.268,0.292
1679949888911,2023-03-27T15:44:48.911,37.74,0.925,-0.266,0.294
1679949888931,2023-03-27T15:44:48.931,37.76,0.925,-0.266,0.294
1679949888951,2023-03-27T15:44:48.951,37.78,0.924,-0.267,0.292
1679949888971,2023-03-27T15:44:48.971,37.8,0.925,-0.266,0.294
1679949888991,2023-03-27T15:44:48.991,37.82,0.925,-0.266,0.296
1679949889011,2023-03-27T15:44:49.011,37.84,0.925,-0.265,0.296
1679949889031,2023-03-27T15:44:49.031,37.86,0.926,-0.266,0.295
1679949889051,2023-03-27T15:44:49.051,37.88,0.925,-0.266,0.295
1679949889071,2023-03-27T15:44:49.071,37.9,0.926,-0.265,0.295
1679949889091,2023-03-27T15:44:49.091,37.92,0.926,-0.264,0.295
1679949889111,2023-03-27T15:44:49.111,37.94,0.926,-0.267,0.299
1679949889131,2023-03-27T15:44:49.131,37.96,0.924,-0.27,0.295
1679949889151,2023-03-27T15:44:49.151,37.98,0.923,-0.266,0.294
1679949889171,2023-03-27T15:44:49.171,38,0.925,-0.26,0.298
1679949889191,2023-03-27T15:44:49.191,38.02,0.927,-0.26,0.3
1679949889211,2023-03-27T15:44:49.211,38.04,0.923,-0.262,0.297
1679949889231,2023-03-27T15:44:49.231,38.06,0.922,-0.265,0.298
1679949889251,2023-03-27T15:44:49.251,38.08,0.924,-0.263,0.297
1679949889271,2023-03-27T15:44:49.271,38.1,0.926,-0.258,0.3
1679949889291,2023-03-27T15:44:49.291,38.12,0.928,-0.257,0.3
1679949889311,2023-03-27T15:44:49.311,38.14,0.928,-0.261,0.299
1679949889331,2023-03-27T15:44:49.331,38.16,0.926,-0.265,0.296
1679949889351,2023-03-27T15:44:49.351,38.18,0.924,-0.265,0.297
1679949889371,2023-03-27T15:44:49.371,38.2,0.925,-0.263,0.3
1679949889391,2023-03-27T15:44:49.391,38.22,0.926,-0.262,0.301
1679949889411,2023-03-27T15:44:49.411,38.24,0.928,-0.261,0.299
1679949889431,2023-03-27T15:44:49.431,38.26,0.925,-0.261,0.298
1679949889451,2023-03-27T15:44:49.451,38.28,0.924,-0.26,0.301
1679949889471,2023-03-27T15:44:49.471,38.3,0.924,-0.261,0.3
1679949889491,2023-03-27T15:44:49.491,38.32,0.924,-0.263,0.3
1679949889511,2023-03-27T15:44:49.511,38.34,0.926,-0.262,0.3
1679949889531,2023-03-27T15:44:49.531,38.36,0.925,-0.262,0.3
1679949889551,2023-03-27T15:44:49.551,38.38,0.924,-0.264,0.301
1679949889571,2023-03-27T15:44:49.571,38.4,0.925,-0.264,0.3
1679949889591,2023-03-27T15:44:49.591,38.42,0.923,-0.265,0.299
1679949889611,2023-03-27T15:44:49.611,38.44,0.926,-0.262,0.301
1679949889631,2023-03-27T15:44:49.631,38.46,0.924,-0.263,0.302
1679949889651,2023-03-27T15:44:49.651,38.48,0.923,-0.266,0.299
1679949889671,2023-03-27T15:44:49.671,38.5,0.923,-0.266,0.299
1679949889691,2023-03-27T15:44:49.691,38.52,0.923,-0.264,0.299
1679949889711,2023-03-27T15:44:49.711,38.54,0.926,-0.262,0.303
1679949889731,2023-03-27T15:44:49.731,38.56,0.925,-0.262,0.302
1679949889751,2023-03-27T15:44:49.751,38.58,0.921,-0.266,0.296
1679949889771,2023-03-27T15:44:49.771,38.6,0.921,-0.268,0.296
1679949889791,2023-03-27T15:44:49.791,38.62,0.926,-0.264,0.297
1679949889811,2023-03-27T15:44:49.811,38.64,0.925,-0.264,0.299
1679949889831,2023-03-27T15:44:49.831,38.66,0.924,-0.265,0.299
1679949889851,2023-03-27T15:44:49.851,38.68,0.922,-0.267,0.298
1679949889871,2023-03-27T15:44:49.871,38.7,0.924,-0.269,0.296
1679949889891,2023-03-27T15:44:49.891,38.72,0.924,-0.271,0.296
1679949889911,2023-03-27T15:44:49.911,38.74,0.924,-0.271,0.296
1679949889931,2023-03-27T15:44:49.931,38.76,0.924,-0.267,0.297
1679949889951,2023-03-27T15:44:49.951,38.78,0.924,-0.264,0.297
1679949889971,2023-03-27T15:44:49.971,38.8,0.922,-0.263,0.299
1679949889991,2023-03-27T15:44:49.991,38.82,0.924,-0.264,0.3
1679949890011,2023-03-27T15:44:50.011,38.84,0.926,-0.265,0.299
1679949890031,2023-03-27T15:44:50.031,38.86,0.924,-0.268,0.296
1679949890051,2023-03-27T15:44:50.051,38.88,0.923,-0.27,0.294
1679949890071,2023-03-27T15:44:50.071,38.9,0.923,-0.27,0.298
1679949890091,2023-03-27T15:44:50.091,38.92,0.922,-0.269,0.299
1679949890111,2023-03-27T15:44:50.111,38.94,0.922,-0.269,0.297
1679949890131,2023-03-27T15:44:50.131,38.96,0.923,-0.269,0.299
1679949890151,2023-03-27T15:44:50.151,38.98,0.924,-0.268,0.294
1679949890171,2023-03-27T15:44:50.171,39,0.923,-0.267,0.296
1679949890191,2023-03-27T15:44:50.191,39.02,0.924,-0.268,0.298
1679949890211,2023-03-27T15:44:50.211,39.04,0.921,-0.271,0.294
1679949890231,2023-03-27T15:44:50.231,39.06,0.922,-0.267,0.295
1679949890251,2023-03-27T15:44:50.251,39.08,0.93,-0.259,0.301
1679949890271,2023-03-27T15:44:50.271,39.1,0.928,-0.259,0.297
1679949890291,2023-03-27T15:44:50.291,39.12,0.92,-0.266,0.296
1679949890311,2023-03-27T15:44:50.311,39.14,0.92,-0.27,0.295
1679949890331,2023-03-27T15:44:50.331,39.16,0.925,-0.266,0.297
1679949890351,2023-03-27T15:44:50.351,39.18,0.929,-0.263,0.296
1679949890371,2023-03-27T15:44:50.371,39.2,0.927,-0.268,0.294
1679949890391,2023-03-27T15:44:50.391,39.22,0.924,-0.271,0.293
1679949890411,2023-03-27T15:44:50.411,39.24,0.923,-0.272,0.292
1679949890431,2023-03-27T15:44:50.431,39.26,0.923,-0.272,0.292
1679949890451,2023-03-27T15:44:50.451,39.28,0.925,-0.266,0.296
1679949890471,2023-03-27T15:44:50.471,39.3,0.926,-0.264,0.296
1679949890491,2023-03-27T15:44:50.491,39.32,0.927,-0.262,0.294
1679949890511,2023-03-27T15:44:50.511,39.34,0.926,-0.261,0.292
1679949890531,2023-03-27T15:44:50.531,39.36,0.924,-0.263,0.292
1679949890551,2023-03-27T15:44:50.551,39.38,0.924,-0.266,0.293
1679949890571,2023-03-27T15:44:50.571,39.4,0.926,-0.267,0.292
1679949890591,2023-03-27T15:44:50.591,39.42,0.924,-0.267,0.293
1679949890611,2023-03-27T15:44:50.611,39.44,0.924,-0.265,0.296
1679949890631,2023-03-27T15:44:50.631,39.46,0.926,-0.264,0.295
1679949890651,2023-03-27T15:44:50.651,39.48,0.926,-0.267,0.294
1679949890671,2023-03-27T15:44:50.671,39.5,0.926,-0.268,0.292
1679949890691,2023-03-27T15:44:50.691,39.52,0.926,-0.268,0.29
1679949890711,2023-03-27T15:44:50.711,39.54,0.924,-0.267,0.293
1679949890731,2023-03-27T15:44:50.731,39.56,0.926,-0.265,0.296
1679949890751,2023-03-27T15:44:50.751,39.58,0.926,-0.265,0.292
1679949890771,2023-03-27T15:44:50.771,39.6,0.923,-0.265,0.293
1679949890791,2023-03-27T15:44:50.791,39.62,0.929,-0.261,0.297
1679949890811,2023-03-27T15:44:50.811,39.64,0.928,-0.263,0.293
1679949890831,2023-03-27T15:44:50.831,39.66,0.923,-0.269,0.289
1679949890851,2023-03-27T15:44:50.851,39.68,0.923,-0.271,0.292
1679949890871,2023-03-27T15:44:50.871,39.7,0.924,-0.266,0.296
1679949890891,2023-03-27T15:44:50.891,39.72,0.926,-0.258,0.295
1679949890911,2023-03-27T15:44:50.911,39.74,0.928,-0.259,0.295
1679949890931,2023-03-27T15:44:50.931,39.76,0.928,-0.266,0.295
1679949890951,2023-03-27T15:44:50.951,39.78,0.924,-0.273,0.291
1679949890971,2023-03-27T15:44:50.971,39.8,0.923,-0.274,0.29
1679949890991,2023-03-27T15:44:50.991,39.82,0.925,-0.27,0.291
1679949891011,2023-03-27T15:44:51.011,39.84,0.925,-0.265,0.295
1679949891031,2023-03-27T15:44:51.031,39.86,0.926,-0.261,0.296
1679949891051,2023-03-27T15:44:51.051,39.88,0.926,-0.259,0.297
1679949891071,2023-03-27T15:44:51.071,39.9,0.925,-0.258,0.296
1679949891091,2023-03-27T15:44:51.091,39.92,0.925,-0.259,0.296
1679949891111,2023-03-27T15:44:51.111,39.94,0.927,-0.261,0.295
1679949891131,2023-03-27T15:44:51.131,39.96,0.926,-0.265,0.293
1679949891151,2023-03-27T15:44:51.151,39.98,0.923,-0.265,0.295
1679949891171,2023-03-27T15:44:51.171,40,0.925,-0.264,0.297
1679949891191,2023-03-27T15:44:51.191,40.02,0.927,-0.262,0.296
1679949891211,2023-03-27T15:44:51.211,40.04,0.925,-0.264,0.295
1679949891231,2023-03-27T15:44:51.231,40.06,0.927,-0.265,0.294
1679949891251,2023-03-27T15:44:51.251,40.08,0.925,-0.266,0.293
1679949891271,2023-03-27T15:44:51.271,40.1,0.923,-0.264,0.298
1679949891291,2023-03-27T15:44:51.291,40.12,0.926,-0.263,0.298
1679949891311,2023-03-27T15:44:51.311,40.14,0.925,-0.26,0.297
1679949891331,2023-03-27T15:44:51.331,40.16,0.926,-0.26,0.297
1679949891351,2023-03-27T15:44:51.351,40.18,0.93,-0.257,0.303
1679949891371,2023-03-27T15:44:51.371,40.2,0.925,-0.258,0.299
1679949891391,2023-03-27T15:44:51.391,40.22,0.924,-0.263,0.296
1679949891411,2023-03-27T15:44:51.411,40.24,0.924,-0.266,0.299
1679949891431,2023-03-27T15:44:51.431,40.26,0.924,-0.263,0.3
1679949891451,2023-03-27T15:44:51.451,40.28,0.925,-0.258,0.299
1679949891471,2023-03-27T15:44:51.471,40.3,0.926,-0.26,0.3
1679949891491,2023-03-27T15:44:51.491,40.32,0.927,-0.264,0.297
1679949891511,2023-03-27T15:44:51.511,40.34,0.924,-0.266,0.295
1679949891531,2023-03-27T15:44:51.531,40.36,0.922,-0.265,0.296
1679949891551,2023-03-27T15:44:51.551,40.38,0.926,-0.263,0.299
1679949891571,2023-03-27T15:44:51.571,40.4,0.925,-0.264,0.298
1679949891591,2023-03-27T15:44:51.591,40.42,0.924,-0.264,0.297
1679949891611,2023-03-27T15:44:51.611,40.44,0.925,-0.261,0.296
1679949891631,2023-03-27T15:44:51.631,40.46,0.926,-0.262,0.296
1679949891651,2023-03-27T15:44:51.651,40.48,0.924,-0.259,0.299
1679949891671,2023-03-27T15:44:51.671,40.5,0.924,-0.258,0.3
1679949891691,2023-03-27T15:44:51.691,40.52,0.927,-0.256,0.3
1679949891711,2023-03-27T15:44:51.711,40.54,0.927,-0.257,0.298
1679949891731,2023-03-27T15:44:51.731,40.56,0.923,-0.263,0.297
1679949891751,2023-03-27T15:44:51.751,40.58,0.923,-0.265,0.296
1679949891771,2023-03-27T15:44:51.771,40.6,0.925,-0.263,0.298
1679949891791,2023-03-27T15:44:51.791,40.62,0.925,-0.261,0.3
1679949891811,2023-03-27T15:44:51.811,40.64,0.925,-0.262,0.298
1679949891831,2023-03-27T15:44:51.831,40.66,0.926,-0.265,0.298
1679949891851,2023-03-27T15:44:51.851,40.68,0.924,-0.266,0.296
1679949891871,2023-03-27T15:44:51.871,40.7,0.922,-0.263,0.299
1679949891891,2023-03-27T15:44:51.891,40.72,0.925,-0.261,0.302
1679949891911,2023-03-27T15:44:51.911,40.74,0.926,-0.265,0.297
1679949891931,2023-03-27T15:44:51.931,40.76,0.924,-0.268,0.296
1679949891951,2023-03-27T15:44:51.951,40.78,0.93,-0.267,0.301
1679949891971,2023-03-27T15:44:51.971,40.8,0.926,-0.267,0.296
1679949891991,2023-03-27T15:44:51.991,40.82,0.919,-0.267,0.293
1679949892011,2023-03-27T15:44:52.011,40.84,0.921,-0.267,0.297
1679949892031,2023-03-27T15:44:52.031,40.86,0.925,-0.266,0.3
1679949892051,2023-03-27T15:44:52.051,40.88,0.925,-0.267,0.295
1679949892071,2023-03-27T15:44:52.071,40.9,0.924,-0.27,0.295
1679949892091,2023-03-27T15:44:52.091,40.92,0.924,-0.272,0.293
1679949892111,2023-03-27T15:44:52.111,40.94,0.922,-0.273,0.292
1679949892131,2023-03-27T15:44:52.131,40.96,0.921,-0.274,0.292
1679949892151,2023-03-27T15:44:52.151,40.98,0.925,-0.271,0.297
1679949892171,2023-03-27T15:44:52.171,41,0.925,-0.268,0.297
1679949892191,2023-03-27T15:44:52.191,41.02,0.923,-0.27,0.294
1679949892211,2023-03-27T15:44:52.211,41.04,0.921,-0.27,0.294
1679949892231,2023-03-27T15:44:52.231,41.06,0.922,-0.269,0.295
1679949892251,2023-03-27T15:44:52.251,41.08,0.924,-0.27,0.297
1679949892271,2023-03-27T15:44:52.271,41.1,0.926,-0.271,0.297
1679949892291,2023-03-27T15:44:52.291,41.12,0.924,-0.271,0.293
1679949892311,2023-03-27T15:44:52.311,41.14,0.923,-0.269,0.292
1679949892331,2023-03-27T15:44:52.331,41.16,0.924,-0.267,0.295
1679949892351,2023-03-27T15:44:52.351,41.18,0.925,-0.269,0.296
1679949892371,2023-03-27T15:44:52.371,41.2,0.925,-0.272,0.293
1679949892391,2023-03-27T15:44:52.391,41.22,0.924,-0.274,0.293
1679949892411,2023-03-27T15:44:52.411,41.24,0.923,-0.271,0.294
1679949892431,2023-03-27T15:44:52.431,41.26,0.925,-0.269,0.294
1679949892451,2023-03-27T15:44:52.451,41.28,0.924,-0.271,0.294
1679949892471,2023-03-27T15:44:52.471,41.3,0.923,-0.271,0.292
1679949892491,2023-03-27T15:44:52.491,41.32,0.924,-0.272,0.292
1679949892511,2023-03-27T15:44:52.511,41.34,0.923,-0.274,0.293
1679949892531,2023-03-27T15:44:52.531,41.36,0.923,-0.273,0.293
1679949892551,2023-03-27T15:44:52.551,41.38,0.924,-0.269,0.295
1679949892571,2023-03-27T15:44:52.571,41.4,0.923,-0.27,0.292
1679949892591,2023-03-27T15:44:52.591,41.42,0.925,-0.269,0.296
1679949892611,2023-03-27T15:44:52.611,41.44,0.926,-0.267,0.296
1679949892631,2023-03-27T15:44:52.631,41.46,0.921,-0.269,0.291
1679949892651,2023-03-27T15:44:52.651,41.48,0.923,-0.272,0.293
1679949892671,2023-03-27T15:44:52.671,41.5,0.924,-0.273,0.293
1679949892691,2023-03-27T15:44:52.691,41.52,0.925,-0.27,0.296
1679949892711,2023-03-27T15:44:52.711,41.54,0.925,-0.27,0.296
1679949892731,2023-03-27T15:44:52.731,41.56,0.925,-0.272,0.294
1679949892751,2023-03-27T15:44:52.751,41.58,0.923,-0.274,0.292
1679949892771,2023-03-27T15:44:52.771,41.6,0.923,-0.273,0.291
1679949892791,2023-03-27T15:44:52.791,41.62,0.924,-0.273,0.294
1679949892811,2023-03-27T15:44:52.811,41.64,0.926,-0.269,0.294
1679949892831,2023-03-27T15:44:52.831,41.66,0.926,-0.27,0.294
1679949892851,2023-03-27T15:44:52.851,41.68,0.925,-0.272,0.293
1679949892871,2023-03-27T15:44:52.871,41.7,0.924,-0.271,0.291
1679949892891,2023-03-27T15:44:52.891,41.72,0.922,-0.269,0.294
1679949892911,2023-03-27T15:44:52.911,41.74,0.922,-0.269,0.295
1679949892931,2023-03-27T15:44:52.931,41.76,0.926,-0.269,0.295
1679949892951,2023-03-27T15:44:52.951,41.78,0.926,-0.268,0.293
1679949892971,2023-03-27T15:44:52.971,41.8,0.923,-0.267,0.295
1679949892991,2023-03-27T15:44:52.991,41.82,0.924,-0.268,0.295
1679949893011,2023-03-27T15:44:53.011,41.84,0.925,-0.267,0.295
1679949893031,2023-03-27T15:44:53.031,41.86,0.923,-0.268,0.296
1679949893051,2023-03-27T15:44:53.051,41.88,0.926,-0.267,0.295
1679949893071,2023-03-27T15:44:53.071,41.9,0.927,-0.265,0.297
1679949893091,2023-03-27T15:44:53.091,41.92,0.926,-0.265,0.294
1679949893111,2023-03-27T15:44:53.111,41.94,0.924,-0.266,0.293
1679949893131,2023-03-27T15:44:53.131,41.96,0.923,-0.27,0.292
1679949893151,2023-03-27T15:44:53.151,41.98,0.924,-0.27,0.293
1679949893171,2023-03-27T15:44:53.171,42,0.923,-0.269,0.293
1679949893191,2023-03-27T15:44:53.191,42.02,0.927,-0.268,0.295
1679949893211,2023-03-27T15:44:53.211,42.04,0.925,-0.268,0.293
1679949893231,2023-03-27T15:44:53.231,42.06,0.923,-0.266,0.292
1679949893251,2023-03-27T15:44:53.251,42.08,0.924,-0.266,0.296
1679949893271,2023-03-27T15:44:53.271,42.1,0.928,-0.265,0.297
1679949893291,2023-03-27T15:44:53.291,42.12,0.924,-0.267,0.292
